id,filerId,filingId,filerName,filingDate,departmentName,positionName,offices,periodStart,periodEnd,parcelOrAddress,city,fairMarketValueScheduleB,fairMarketValueScheduleBAsRange,dateAcquired,dateDisposed,grossIncomeReceived,grossIncomeReceivedAsRange,incomeSources,natureOfInterest,natureOfInterest_LeaseYearsRemaining,natureOfInterest_OtherDescription,loan_nameOfLender,loan_address,loan_city,loan_state,loan_zip,loan_businessActivity,loan_highestBalance,loan_highestBalanceAsRange,loan_interestRate,loan_term,loan_guarantor
dd9b3ee19b7c4b7988c608aa7644fbbc,SFO-158005,202682436,"Walls, Mark",03/11/2022 11:38:30 AM,Building Inspection Department of,Senior Building Inspector,Senior Building Inspector - Building Inspection Department of,01/01/2021,12/31/2021,6515/035,San Francisco,100000,"$100,001 - $1,000,000",,,250,$0 - $499,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
1f5712b6ab084219b436bd295cc43938,SFO-157470,202670606,"Olea, Cristina Calderon",03/10/2022 04:29:12 PM,Public Works Department of,Infrastructure Design and Construction (IDC)--Senior Engineer,Infrastructure Design and Construction (IDC)--Senior Engineer - Public Works Department of,01/01/2021,12/31/2021,27 Loyola Terrace,San Francisco,1000000,"Over $1,000,000",,,250,$0 - $499,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
2355070f780c4a268d82e0f534767015,SFO-157471,202669062,"Olea, Ricardo",03/10/2022 03:46:32 PM,Municipal Transportation Agency,Municipal Transportation Agency--Principal Engineer,Municipal Transportation Agency--Principal Engineer - Municipal Transportation Agency,01/01/2021,12/31/2021,27 Loyola Terrace,San Francisco,1000000,"Over $1,000,000",,,250,$0 - $499,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
649bd124c1b14553bf8affa660532544,SFO-158713,202663421,"Hom, Linda",03/10/2022 01:19:52 PM,Treasurer/Tax Collector Office of the,Accountant III,Accountant III - Treasurer/Tax Collector Office of the,01/01/2021,12/31/2021,30-32 Cornwall St,San Francisco,1000000,"Over $1,000,000",,,1000,"$1,001 - $10,000",,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
c5d0b51c47b94b1ea8c5947eaa61569d,SFO-158713,202663421,"Hom, Linda",03/10/2022 01:19:52 PM,Treasurer/Tax Collector Office of the,Accountant III,Accountant III - Treasurer/Tax Collector Office of the,01/01/2021,12/31/2021,1518 26th Ave,San Francisco,100000,"$100,001 - $1,000,000",,,1000,"$1,001 - $10,000",,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
c452b6db6e4d4d9297062d8ec8ec2af0,SFO-158713,202663421,"Hom, Linda",03/10/2022 01:19:52 PM,Treasurer/Tax Collector Office of the,Accountant III,Accountant III - Treasurer/Tax Collector Office of the,01/01/2021,12/31/2021,360 Tocoloma Ave,San Francisco,100000,"$100,001 - $1,000,000",,,1000,"$1,001 - $10,000",,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
5a4f6bcf6bbe4c5b88df18af60182352,SFO-160772,202662943,"Romano, Michael",03/10/2022 01:05:18 PM,Ethics Commission,Commissioner,Commissioner - Ethics Commission,02/08/2021,02/07/2022,98 Anderson Street,San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
f32db9cd097246f8bf29b35b964246a0,SFO-160511,202659466,"Zapien, Esperanza",03/10/2022 11:51:00 AM,Human Services Agency,Contracts Director,Contracts Director - Human Services Agency,01/01/2021,12/31/2021,473 Gaven Street,San Francisco,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
ad990441324c4becbb5df90a061664cd,SFO-156854,202658225,"Ionin, Jonas",03/10/2022 11:29:31 AM,Planning Department,"Manager II, III, and IV","Manager II, III, and IV - Planning Department",01/01/2021,12/31/2021,538 35th Avenue,San Francisco,1000000,"Over $1,000,000",02/09/2021,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
05eb66d7694d40c0a599fdca62260439,SFO-158707,202654852,"Hodapp, Dan",03/10/2022 10:41:34 AM,Port of San Francisco,"Manager III (Manager, Environmental & Planning)","Manager III (Manager, Environmental & Planning) - Port of San Francisco",01/01/2021,12/31/2021,500 Hearst Avenue,SAN FRANCISCO,100000,"$100,001 - $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
46d65a7bc3f34010a327a11683fa92e6,SFO-157108,202649275,"Lenny, John",03/10/2022 08:45:22 AM,District Attorney Office of the,All Investigators,All Investigators - District Attorney Office of the,01/01/2021,12/31/2021,6770 058,San Francisco,1000000,"Over $1,000,000",,06/30/2021,10000,"$10,001 - $100,000",,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
02591bd43fed4d3cbf677641573baa9b,SFO-157108,202649275,"Lenny, John",03/10/2022 08:45:22 AM,District Attorney Office of the,All Investigators,All Investigators - District Attorney Office of the,01/01/2021,12/31/2021,6770 059,San Francisco,1000000,"Over $1,000,000",,05/28/2021,10000,"$10,001 - $100,000",,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
0f023340f24a4d01a56eef89c6b95f73,SFO-157600,202645056,"Quintos, Jocelyn",03/09/2022 07:08:32 PM,Controller Office of the,"Director, Accounting Operations and Supplier Management Division","Director, Accounting Operations and Supplier Management Division - Controller Office of the",01/01/2021,12/31/2021,140 San Rafael Way,San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,Loan Depot,[REDACTED],Plano,TX,75025,Real estate loans,100000,"Over $100,000",1.99,15,
6559be114f1d481096291713e278d240,SFO-157600,202645056,"Quintos, Jocelyn",03/09/2022 07:08:32 PM,Controller Office of the,"Director, Accounting Operations and Supplier Management Division","Director, Accounting Operations and Supplier Management Division - Controller Office of the",01/01/2021,12/31/2021,2623 39th Avenue,San Francisco,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,First Republic Bank,[REDACTED],San Francisco,CA,94111,Real estate loans,100000,"Over $100,000",4.0,30,
f345e657a4ee492a87c4f9fab50bccbb,SFO-157600,202645056,"Quintos, Jocelyn",03/09/2022 07:08:32 PM,Controller Office of the,"Director, Accounting Operations and Supplier Management Division","Director, Accounting Operations and Supplier Management Division - Controller Office of the",01/01/2021,12/31/2021,2487 40th Avenue,San Francisco,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,First Republic Bank,[REDACTED],San Francisco,CA,94111,Real Estate Loans,100000,"Over $100,000",3.9%,30,
32c1f9ac67494d32afbf0a87fe6f46e4,SFO-154997,202644917,"Ransom-Scott, Carolyn",03/09/2022 06:56:24 PM,Commission on Community Investment and Infrastructure,Commissioner,Commissioner - Commission on Community Investment and Infrastructure,01/01/2021,12/31/2021,1515 Kirkwood Ave,SAN FRANCISCO,100000,"$100,001 - $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
baf7f88382fc4126b690e0cbf788c8cb,SFO-154997,202644917,"Ransom-Scott, Carolyn",03/09/2022 06:56:24 PM,Commission on Community Investment and Infrastructure,Commissioner,Commissioner - Commission on Community Investment and Infrastructure,01/01/2021,12/31/2021,1515 Kirkwood Ave,SAN FRANCISCO,100000,"$100,001 - $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
c384f317de0e4a50b541c9d673636d97,SFO-154997,202644917,"Ransom-Scott, Carolyn",03/09/2022 06:56:24 PM,Commission on Community Investment and Infrastructure,Commissioner,Commissioner - Commission on Community Investment and Infrastructure,01/01/2021,12/31/2021,"1515 Kirkwood Ave
","San Francisco, CA 94124",100000,"$100,001 - $1,000,000",12/31/1993,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
94c7ead15e02483aa4e4aea3e749850b,SFO-154997,202644917,"Ransom-Scott, Carolyn",03/09/2022 06:56:24 PM,Commission on Community Investment and Infrastructure,Commissioner,Commissioner - Commission on Community Investment and Infrastructure,01/01/2021,12/31/2021,1515 Kirkwood Ave ,"san Frwancisco, CA 94124",100000,"$100,001 - $1,000,000",12/31/1993,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
930071a55c3742cd8c6bb2d490e10f9a,SFO-158114,202643259,"Wu, Timothy",03/09/2022 05:18:33 PM,Building Inspection Department of,Housing Inspector,Housing Inspector - Building Inspection Department of,01/01/2021,12/31/2021,169 Delta St.,san francisco,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
3f5c0205a3e14089885aa18040c2a013,SFO-157879,202643250,"Tam, Richard",03/09/2022 05:18:16 PM,Building Inspection Department of,Building Plans Engineer,"Building Plans Engineer - Building Inspection Department, Plan Review Services Division",01/01/2021,12/31/2021,1576 Pratt Place,Santa Clara,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
df2165548e1f4e7da87071d68a289cd4,SFO-157879,202643250,"Tam, Richard",03/09/2022 05:18:16 PM,Building Inspection Department of,Building Plans Engineer,"Building Plans Engineer - Building Inspection Department, Plan Review Services Division",01/01/2021,12/31/2021,1925-1931 S. El Camino Real,San Mateo,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED]|[REDACTED]|[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
accf97a089ff4d1898d1f0a5993b4cfa,SFO-157879,202643250,"Tam, Richard",03/09/2022 05:18:16 PM,Building Inspection Department of,Building Plans Engineer,"Building Plans Engineer - Building Inspection Department, Plan Review Services Division",01/01/2021,12/31/2021,"2628 Telegraph Avenue, Unit #1
",Berkeley,100000,"$100,001 - $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
fe3389a224c44d138267099dbae0014a,SFO-160774,202638833,"Smyth, Matthew",03/09/2022 03:20:55 PM,Public Works Department of,Department-wide--Manager VI,Department-wide--Manager VI - Public Works Department of,01/25/2021,01/24/2022,"
250 21st Ave.",San Francisco,1000000,"Over $1,000,000",,,100000,"Over $100,000",[REDACTED]|[REDACTED]|[REDACTED]|[REDACTED]|[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
4d09cc2ee23e475aaa36759348e7e843,SFO-160774,202638833,"Smyth, Matthew",03/09/2022 03:20:55 PM,Public Works Department of,Department-wide--Manager VI,Department-wide--Manager VI - Public Works Department of,01/25/2021,01/24/2022,Lot 030 Block 1413 / 250 21st Ave,San Francisco,1000000,"Over $1,000,000",,,100000,"Over $100,000",[REDACTED]|[REDACTED]|[REDACTED]|[REDACTED]|[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
321652ade28145439df12454c3f745de,SFO-1455,202636536,"Arcelona, Steve",03/09/2022 02:38:38 PM,"Private Industry Council,Aging & Adult Services Commission,Juvenile Probation Commission","Member,Commissioner,Deputy Director of Administrative Services",Deputy Director of Administrative Services - Juvenile Probation Commission,01/01/2021,12/31/2021,1527 Innes Ave,San Francisco,100000,"$100,001 - $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
f842c805254741bc877cee9ab6819ba7,SFO-1455,202636536,"Arcelona, Steve",03/09/2022 02:38:38 PM,"Private Industry Council,Aging & Adult Services Commission,Juvenile Probation Commission","Member,Commissioner,Deputy Director of Administrative Services",Deputy Director of Administrative Services - Juvenile Probation Commission,01/01/2021,12/31/2021,1765 Revere Avenue,San Francisco,100000,"$100,001 - $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED]|[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
14d55595ea654e77b56111ad97646f29,SFO-160445,202628522,"Wu, Daniel",03/09/2022 11:32:01 AM,Airport,Planner IV - Transportation,Planner IV - Transportation - Airport,01/01/2021,12/31/2021,1047B Oak St,San Francisco,100000,"$100,001 - $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
9fe0eec9e9d2401293cd5f9521586c26,SFO-156749,202618454,"Helmuth, John",03/09/2022 06:48:16 AM,Public Works Department of,Infrastructure Design and Construction (IDC)--Engineer,Infrastructure Design and Construction (IDC)--Engineer - Public Works Department of,01/01/2021,12/31/2021,1415 27th Avenue,San Francisco,1000000,"Over $1,000,000",,,500,"$500 - $1,000",,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
222c341b0b7d48699c66286ed0368406,SFO-160297,202615498,"Chiong, William",03/08/2022 05:18:14 PM,Airport,Construction Inspector,Construction Inspector - Airport,01/01/2021,12/31/2021,83 Navajo Ave.,San Francisco,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
8cb8dcc70e344b63a23142ba482e8d66,SFO-157193,202609335,"Love, Gary",03/08/2022 02:57:18 PM,Building Inspection Department of,Senior Administrative Analyst,Senior Administrative Analyst - Building Inspection Department of,01/01/2021,12/31/2021,66 Cervantes BLVD,San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
1ef55a9b47bb4bd893ee5d5abfb00c46,SFO-158178,202607631,"Zeng, Van",03/08/2022 02:08:14 PM,Building Inspection Department of,Building Inspector,Building Inspector - Department of Building Inspection,01/01/2021,12/31/2021,1284 23rd Avenue. 94122,San Francisco,100000,"$100,001 - $1,000,000",07/30/2018,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
c9168e5412594931ab54b374346baf3e,SFO-154445,202606369,"Anderson, Kathleen",03/08/2022 01:30:13 PM,Recreation & Parks Commission,Commissioner,Commissioner - Recreation & Parks Commission,01/01/2021,12/31/2021,5114 - 5116 Third Street,San Francisco,100000,"$100,001 - $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
f77819ad406d44408897b4d5f74615c3,SFO-157116,202605707,"Leung, Adrian",03/08/2022 01:13:23 PM,Municipal Transportation Agency,Municipal Transportation Agency--Transit Planner IV,Municipal Transportation Agency--Transit Planner IV - Municipal Transportation Agency,01/01/2021,12/31/2021,1261 Hearst Ave,Berkeley,100000,"$100,001 - $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
66e379b8fa4c45f9a75b0ba8f8dd1775,SFO-156773,202602611,"Higueras, Charles",03/08/2022 11:44:05 AM,Public Works Department of,Building Design and Construction (BDC)--Project Manager IV,Building Design and Construction (BDC)--Project Manager IV - Public Works Department of,01/01/2021,12/31/2021,198 Juanita Way,San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
15389e246bcb4655ae8dcdcea9f18d06,SFO-156773,202602611,"Higueras, Charles",03/08/2022 11:44:05 AM,Public Works Department of,Building Design and Construction (BDC)--Project Manager IV,Building Design and Construction (BDC)--Project Manager IV - Public Works Department of,01/01/2021,12/31/2021,21 Teresita Blvd,San Francisco,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
623f5374814a41aca70fe0999522c7e7,SFO-156616,202597391,"Gallegos, Jason",03/08/2022 09:47:37 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2021,12/31/2021,6734-029,San Francisco,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
90977ba06b144128a900737991d184ff,SFO-157237,202595422,"Magary, Kerstin",03/08/2022 09:10:30 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager VIII,Municipal Transportation Agency--Manager VIII - Municipal Transportation Agency,01/01/2021,12/31/2021,1442 16th Avenue,San Francisco,100000,"$100,001 - $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,San Francisco Federal Credit Union,[REDACTED],San Francisco,CA,94012,Credit Union,100000,"Over $100,000",3.5,15,
b3991744759346c291373416abc8f803,SFO-157544,202594465,"Petalver, Alicia",03/08/2022 08:54:09 AM,Assessor-Recorder,Assessor-Recorder Senior Office Specialist,Assessor-Recorder Senior Office Specialist - Assessor-Recorder,01/01/2021,12/31/2021,199 Pope St.,San Francisco,100000,"$100,001 - $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
26f7ee6b761143449871b5d58a83bfb2,SFO-159006,202592615,"May, Christopher",03/08/2022 08:04:15 AM,Planning Department,"Planner I, II, and III","Planner I, II, and III - Planning Department",01/01/2021,12/31/2021,"485 Tehama Street
Unit 2",San Francisco,100000,"$100,001 - $1,000,000",03/16/2021,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
09e67f5b628e46d8be6b307362148498,SFO-154358,202571895,"Crossthwait Grunfeld, Gay",03/07/2022 05:02:42 PM,Law Library,Trustee,Trustee - Law Library,01/01/2021,12/31/2021,25 15th Avenue,San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
02d685465cfe4ebca82faf28b35f9843,SFO-156469,202568950,"Donohue, Virginia",03/07/2022 03:48:36 PM,City Administrator's Office (GSA),Animal Control Department--Executive Director,Animal Control Department--Executive Director - City Administrator's Office (GSA),01/01/2021,12/31/2021,525 Phelps St.,San Francisco,1000000,"Over $1,000,000",,,100000,"Over $100,000",[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
d76afe4c259840eaa0106e65200f32c8,SFO-156469,202568950,"Donohue, Virginia",03/07/2022 03:48:36 PM,City Administrator's Office (GSA),Animal Control Department--Executive Director,Animal Control Department--Executive Director - City Administrator's Office (GSA),01/01/2021,12/31/2021,1360 Fairfax Ave,San Francisco,1000000,"Over $1,000,000",12/21/2021,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
f2f3ac201ce34f46916a394b6f48cfc1,SFO-156469,202568950,"Donohue, Virginia",03/07/2022 03:48:36 PM,City Administrator's Office (GSA),Animal Control Department--Executive Director,Animal Control Department--Executive Director - City Administrator's Office (GSA),01/01/2021,12/31/2021,3233=3237 Sacramento St.,San Francisco,1000000,"Over $1,000,000",,,100000,"Over $100,000",[REDACTED]|[REDACTED]|[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
80fbdd98d3e846d9b28bfd577b2322d8,SFO-160850,202566807,"Comerford, Edward",03/07/2022 02:53:14 PM,Retirement System,Director,"Director, Retirement System - Retirement System",01/01/2021,12/31/2021,586 Somerset St.,San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
be5b6bb93d2a4fec8cea9dfe956dd758,SFO-156319,202565092,"Choy, Michael",03/07/2022 02:23:12 PM,Building Inspection Department of,Electrical Inspector,Electrical Inspector - Building Inspection Department of,01/01/2021,12/31/2021,1674 39TH AVE,SAN FRANCISCO,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
e85a7a28c7844e4fb00f035cc4587f96,SFO-156319,202565092,"Choy, Michael",03/07/2022 02:23:12 PM,Building Inspection Department of,Electrical Inspector,Electrical Inspector - Building Inspection Department of,01/01/2021,12/31/2021,109 TINGLEY ST,SAN FRANCISCO,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
32e6bde932ef4fc2bbc0e857d55821bc,SFO-1519,202561472,"Driscoll, Joseph",03/07/2022 12:47:36 PM,Retirement Board,Member,Member - Retirement Board,01/01/2021,12/31/2021,3333 Judah Street,"San Francisco, CA  94122",100000,"$100,001 - $1,000,000",,,10000,"$10,001 - $100,000",,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
249b6d4975c04649b5a12d257460cf28,SFO-156335,202556826,"Clark, Jana",03/07/2022 11:08:32 AM,City Attorney Office of the,"Attorneys, Government Law Division","Attorneys, Government Law Division - City Attorney Office of the",01/01/2021,12/31/2021,281 Monterey Boulevard,San Francisco ,100000,"$100,001 - $1,000,000",,,1000,"$1,001 - $10,000",[REDACTED]|[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
8d69675ed5c94c7aa8574cc2b6ef1b5b,SFO-153385,202544563,"Lindo, Leroy",03/06/2022 05:33:55 PM,Housing Authority Commission,Commissioner,Commissioner - Housing Authority Commission,01/01/2021,12/31/2021,194 Montana St.,San Franccisco,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
18d89c983c9640c0bba9342281b42995,SFO-153385,202544563,"Lindo, Leroy",03/06/2022 05:33:55 PM,Housing Authority Commission,Commissioner,Commissioner - Housing Authority Commission,01/01/2021,12/31/2021,559 Lakeview Ave,San Franccisco,1000000,"Over $1,000,000",,,250,$0 - $499,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
d86553cb0f8045fbb5e448ec2cb0733a,SFO-153385,202544563,"Lindo, Leroy",03/06/2022 05:33:55 PM,Housing Authority Commission,Commissioner,Commissioner - Housing Authority Commission,01/01/2021,12/31/2021,3181 Yarwood Way,Sacramento,100000,"$100,001 - $1,000,000",,,10000,"$10,001 - $100,000",,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
9e1759b78c3c47c3960b444b986a9fbb,SFO-153421,202544272,"Lee, John M.",03/06/2022 04:46:43 PM,Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2021,12/31/2021,2919A-001,San Francisco,100000,"$100,001 - $1,000,000",,02/26/2021,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
1ffe4e58772d4cee8533109e16c68ed1,SFO-158153,202543505,"Yip, Kesinee",03/06/2022 01:28:09 PM,Public Utilities Commission,Power Enterprise--Manager II,Power Enterprise--Manager II - Public Utilities Commission,01/01/2021,12/31/2021,Vol 17 block 2358 lot 004,San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
